haricot,100.11337529385283
rice,99.07701018577391
white beans,97.49089673533331
sauce,94.16001573737837
onion,88.66354058232085
cocoa,88.29107756314177
spice,87.90898911885682
lima beans,85.0488392461978
custard,85.0488392461978
corn starch,85.0488392461978
mung beans,83.59262261853524
fish ,83.59262261853524
juice,82.83292888552725
oil,82.77826708574997
daikon,82.05765420667211
couscous,82.05765420667211
kumquat,80.43492683775598
cherries,78.26680513837634
groundnut,78.11745033311989
ice,77.2678903175234
gravy,76.88154520929174
marshmallows,76.88154520929174
caper berries,76.8649771042965
chives,76.8649771042965
artichoke,74.92283758777718
candy,74.92283758777718
oregano,74.28309738123305
dill,73.5859851154306
icing,73.38062070302298
wheat,73.06712486070117
wafer,72.81891225833303
okra,72.81891225833303
fish sauce,72.30870220988685
pine nuts,71.15295787853655
muffin,70.54649978748134
honey,70.53934285734933
chipotle,69.50130268860667
miso,66.69756866335814
grapefruit,66.5341857855033
vermicelli,65.37039079010097
starch,65.37039079010097
peach,64.792645820288
tomato sauce,62.379205750575274
turmeric,61.722490172676885
harissa,61.4932452705561
sunflower oil,61.023809017276726
redcurrant,59.78055604620166
horseradish,59.78055604620166
navy beans,59.035345368290535
biscuit,59.035345368290535
